,id,fullname,Height,Weight,Reach,STANCE,DOB,SLpM,StrAcc,SApM,StrDef,TDAvg,TDAcc,TDDef,SubAvg,lastupdated,HightCM,WeightKG,ReachCM
539,d317a5e2b3f88c5f,Warlley Alves,"5' 11""",170 lbs.,"72""",Orthodox,"Jan 04, 1991",3.07,48%,3.63,51%,1.42,52%,78%,1.1,2022-03-31 21:46:11.970931,180.34,77.11,182.88
540,6370c1c1e12723d5,Marcin Prachnio,"6' 3""",205 lbs.,"74""",Orthodox,"Jul 14, 1988",6.28,51%,4.10,57%,0.00,0%,0%,0.0,2022-03-31 21:46:11.970931,190.5,92.99,187.96
541,86d9dbe1bfcbade7,Julia Avila,"5' 7""",135 lbs.,"68""",Orthodox,"May 11, 1988",3.18,44%,2.86,55%,0.67,33%,61%,0.3,2022-03-31 21:46:11.970931,170.18,61.23,172.72
542,304a21d0595e1a08,Justin Jaynes,"5' 7""",145 lbs.,"68""",Orthodox,"Aug 10, 1989",3.34,44%,5.33,62%,0.75,40%,20%,1.1,2022-03-31 21:46:11.970931,170.18,65.77,172.72
543,38c626ca912c7bac,Damir Hadzovic,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 08, 1986",3.92,48%,3.70,62%,0.92,62%,37%,0.2,2022-03-31 21:46:11.970931,175.26,70.31,177.8
544,813550bc53b15fb0,Yancy Medeiros,"5' 10""",155 lbs.,"75""",Orthodox,"Sep 07, 1987",4.36,37%,5.67,47%,0.33,50%,73%,0.7,2022-03-31 21:46:11.970931,177.8,70.31,190.5
545,c451d67c09c55418,Chan Sung Jung,"5' 7""",145 lbs.,"72""",Orthodox,"Mar 17, 1987",4.07,43%,3.87,55%,0.82,47%,77%,0.7,2022-03-31 21:46:11.970931,170.18,65.77,182.88
546,98c23cb6da5b3352,Aleksei Oleinik,"6' 2""",240 lbs.,"80""",Orthodox,"Jun 20, 1977",3.55,50%,3.99,44%,2.16,46%,33%,2.2,2022-03-31 21:46:11.970931,187.96,108.86,203.2
547,e9213f53ddeca978,Dhiego Lima,"6' 2""",170 lbs.,"75""",Orthodox,"Jan 31, 1989",3.12,39%,3.88,58%,1.26,34%,73%,0.6,2022-03-31 21:46:11.970931,187.96,77.11,190.5
548,c2a670b22d2e196f,Aleksa Camur,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 25, 1995",4.78,59%,3.15,60%,0.59,25%,50%,0.0,2022-03-31 21:46:11.970931,185.42,92.99,187.96
549,e0b0cf71e0d69dd0,Kanako Murata,"5' 1""",115 lbs.,"62""",Orthodox,"Aug 10, 1993",2.08,59%,2.60,53%,2.40,40%,0%,1.2,2022-03-31 21:46:11.970931,154.94,52.16,157.48
550,2c5a0b8317f8f27a,Roque Martinez,"5' 10""",250 lbs.,"72""",Orthodox,"Mar 04, 1986",3.28,53%,4.90,56%,0.38,50%,53%,0.4,2022-03-31 21:46:11.970931,177.8,113.4,182.88
551,ae7fe94f117f98cf,Joaquim Silva,"5' 8""",155 lbs.,"69""",Southpaw,"Feb 05, 1989",3.90,37%,4.55,56%,0.23,50%,64%,0.7,2022-03-31 21:46:11.970931,172.72,70.31,175.26
552,e99821959a840bb8,Lara Procopio,"5' 4""",125 lbs.,"67""",Orthodox,"Nov 14, 1995",5.64,58%,6.50,47%,3.15,47%,50%,0.3,2022-03-31 21:46:11.970931,162.56,56.7,170.18
553,f1fac969a1d70b08,Leon Edwards,"6' 2""",170 lbs.,"74""",Southpaw,"Aug 25, 1991",2.62,49%,2.15,55%,1.48,35%,70%,0.3,2022-03-31 21:46:11.970931,187.96,77.11,187.96
554,8355922d564b152c,Nate Diaz,"6' 0""",170 lbs.,"76""",Southpaw,"Apr 16, 1985",4.51,45%,3.73,52%,1.10,30%,41%,1.3,2022-03-31 21:46:11.970931,182.88,77.11,193.04
555,427b5953ac8e3a27,Demian Maia,"6' 1""",170 lbs.,"72""",Southpaw,"Nov 06, 1977",1.80,43%,2.07,63%,2.49,24%,61%,1.0,2022-03-31 21:46:11.970931,185.42,77.11,182.88
556,76e2870ffafbe38f,Movsar Evloev,"5' 7""",145 lbs.,"72""",Orthodox,"Feb 11, 1994",4.32,44%,2.79,63%,4.00,47%,71%,0.4,2022-03-31 21:46:11.970931,170.18,65.77,182.88
557,971246648e162f0d,Chase Hooper,"6' 1""",145 lbs.,"74""",Southpaw,"Sep 13, 1999",3.87,46%,3.79,36%,0.96,18%,50%,2.2,2022-03-31 21:46:11.970931,185.42,65.77,187.96
558,03f982ca3735070c,Walt Harris,"6' 5""",250 lbs.,"77""",Southpaw,"Jun 10, 1983",3.05,39%,3.33,54%,0.29,28%,70%,0.1,2022-03-31 21:46:11.970931,195.58,113.4,195.58
559,327d5f279895110d,Roman Dolidze,"6' 2""",185 lbs.,"76""",Orthodox,"Jul 15, 1988",2.36,48%,1.40,64%,2.74,52%,37%,1.5,2022-03-31 21:46:11.970931,187.96,83.91,193.04
560,80d8aed0ca9b00f3,Montana De La Rosa,"5' 7""",125 lbs.,"68""",Orthodox,"Feb 14, 1995",2.87,37%,3.17,45%,2.25,31%,57%,1.1,2022-03-31 21:46:11.970931,170.18,56.7,172.72
561,e9a3aeb207578eea,Ilir Latifi,"5' 10""",230 lbs.,"73""",Orthodox,"Jul 28, 1982",1.84,39%,2.86,56%,2.02,34%,100%,0.4,2022-03-31 21:46:11.970931,177.8,104.33,185.42
562,447f9858ae78f921,Muslim Salikhov,"5' 11""",170 lbs.,"70""",Orthodox,"Jun 09, 1984",3.13,48%,2.36,68%,1.12,38%,81%,0.0,2022-03-31 21:46:11.970931,180.34,77.11,177.8
563,cd7763bcadb5d4c8,Alan Patrick,"5' 11""",155 lbs.,"74""",Southpaw,"Jul 19, 1983",1.76,40%,2.90,44%,3.24,35%,46%,0.3,2022-03-31 21:46:11.970931,180.34,70.31,187.96
564,52c2ae6d2f2d2613,Youssef Zalal,"5' 10""",145 lbs.,"72""",Switch,"Sep 04, 1996",2.51,50%,1.74,64%,2.33,29%,56%,1.2,2022-03-31 21:46:11.970931,177.8,65.77,182.88
565,d910665038efc639,Carla Esparza,"5' 1""",115 lbs.,"63""",Orthodox,"Oct 10, 1987",2.34,43%,2.75,53%,3.53,37%,48%,0.3,2022-03-31 21:46:11.970931,154.94,52.16,160.02
566,6f7c616b98e18c29,Claudio Silva,"5' 11""",170 lbs.,"71""",Southpaw,"Sep 06, 1982",2.81,41%,3.00,44%,2.63,25%,50%,1.3,2022-03-31 21:46:11.970931,180.34,77.11,180.34
567,294aa73dbf37d281,Bruno Silva,"5' 4""",125 lbs.,"65""",Orthodox,"Mar 16, 1990",2.98,46%,3.23,58%,2.89,31%,64%,0.0,2022-03-31 21:46:11.970931,162.56,56.7,165.1
568,f6e5972c9d16c40e,Victor Rodriguez,"5' 5""",125 lbs.,"67""",Switch,"Sep 05, 1992",1.59,37%,6.11,50%,0.00,0%,0%,0.0,2022-03-31 21:46:11.970931,165.1,56.7,170.18
569,6751eacd16bd59bc,Josh Culibao,"5' 10""",145 lbs.,"73""",Orthodox,"May 24, 1994",2.92,43%,3.05,54%,0.00,0%,86%,0.4,2022-03-31 21:46:11.970931,177.8,65.77,185.42
570,4a043165cf47cab2,Juancamilo Ronderos,"5' 4""",125 lbs.,--,,"Feb 17, 1995",4.78,34%,3.91,67%,0.00,0%,0%,0.0,2022-03-31 21:46:11.970931,162.56,56.7,
571,135d124172a0bea3,Damir Ismagulov,"5' 10""",155 lbs.,"74""",Orthodox,"Feb 03, 1991",3.75,43%,1.90,65%,1.75,36%,100%,0.0,2022-03-31 21:46:11.970931,177.8,70.31,187.96
572,08af939f41b5a57b,Beneil Dariush,"5' 10""",155 lbs.,"72""",Southpaw,"May 06, 1989",3.80,49%,2.58,58%,2.11,34%,81%,1.0,2022-03-31 21:46:11.970931,177.8,70.31,182.88
573,22a92d7f62195791,Tony Ferguson,"5' 11""",155 lbs.,"76""",Orthodox,"Feb 12, 1984",5.15,45%,3.78,59%,0.42,42%,67%,1.1,2022-03-31 21:46:11.970931,180.34,70.31,193.04
574,67c1d46f4ed16f9e,Matt Schnell,"5' 8""",125 lbs.,"70""",Orthodox,"Jan 15, 1990",4.23,38%,4.17,59%,0.39,33%,50%,1.0,2022-03-31 21:46:11.970931,172.72,56.7,177.8
575,36541f1e6c5d4955,Viviane Araujo,"5' 4""",125 lbs.,"68""",Orthodox,"Nov 21, 1986",5.14,47%,5.48,59%,2.10,60%,94%,0.3,2022-03-31 21:46:11.970931,162.56,56.7,172.72
576,7a703c565ccaa18f,Jacare Souza,"6' 1""",185 lbs.,"72""",Orthodox,"Dec 07, 1979",2.53,47%,2.83,62%,2.57,39%,57%,1.3,2022-03-31 21:46:11.970931,185.42,83.91,182.88
577,f9b200db02b488d9,Lando Vannata,"5' 9""",155 lbs.,"71""",Orthodox,"Mar 14, 1992",4.67,44%,4.77,54%,1.12,40%,68%,0.3,2022-03-31 21:46:11.970931,175.26,70.31,180.34
578,016a8d958883167c,Gina Mazany,"5' 6""",125 lbs.,"68""",Southpaw,"Aug 19, 1988",3.43,49%,3.17,49%,4.70,58%,33%,0.3,2022-03-31 21:46:11.970931,167.64,56.7,172.72
579,cf946e03ba2e7666,Kevin Aguilar,"5' 7""",155 lbs.,"73""",Orthodox,"Sep 07, 1988",3.96,40%,4.81,52%,0.16,16%,78%,0.0,2022-03-31 21:46:11.970931,170.18,70.31,185.42
580,eb04b9d31e938edb,Michelle Waterson,"5' 3""",115 lbs.,"62""",Orthodox,"Jan 06, 1986",3.57,48%,4.13,50%,1.40,32%,67%,0.8,2022-03-31 21:46:11.970931,160.02,52.16,157.48
581,1d00756835ca67c9,Donald Cerrone,"6' 1""",170 lbs.,"73""",Orthodox,"Mar 29, 1983",4.43,46%,4.49,53%,1.18,33%,74%,1.2,2022-03-31 21:46:11.970931,185.42,77.11,185.42
582,068f8a189a47fea6,Maurice Greene,"6' 7""",258 lbs.,"80""",Orthodox,"Jul 05, 1986",3.28,45%,3.61,45%,0.00,0%,27%,0.4,2022-03-31 21:46:11.970931,200.66,117.03,203.2
583,84ff027394f7e470,Gregor Gillespie,"5' 7""",155 lbs.,"71""",Orthodox,"Nov 13, 1986",3.74,52%,2.30,57%,6.86,48%,100%,0.8,2022-03-31 21:46:11.970931,170.18,70.31,180.34
584,ae071698e1a3ccd4,Christian Aguilera,"5' 9""",170 lbs.,"72""",Switch,"Nov 25, 1991",2.54,37%,4.04,48%,0.00,0%,60%,0.0,2022-03-31 21:46:11.970931,175.26,77.11,182.88
585,009341ed974bad72,Jiri Prochazka,"6' 3""",205 lbs.,"80""",Orthodox,"Oct 14, 1992",7.19,52%,6.80,48%,0.98,100%,50%,0.0,2022-03-31 21:46:11.970931,190.5,92.99,203.2
586,2e19380f34871c6a,Dominick Reyes,"6' 4""",205 lbs.,"77""",Southpaw,"Dec 26, 1989",4.77,50%,3.73,48%,0.36,28%,80%,0.4,2022-03-31 21:46:11.970931,193.04,92.99,195.58
587,5c126c6aac3ef364,Poliana Botelho,"5' 8""",115 lbs.,"67""",Orthodox,"Dec 15, 1988",2.83,57%,2.75,50%,0.92,57%,80%,0.0,2022-03-31 21:46:11.970931,172.72,52.16,170.18
588,9cd047a828dd7515,KB Bhullar,"6' 4""",185 lbs.,"78""",Switch,"Oct 12, 1991",4.31,49%,5.39,45%,0.00,0%,0%,0.0,2022-03-31 21:46:11.970931,193.04,83.91,198.12
589,96428b9e9bd048ea,Luke Sanders,"5' 6""",135 lbs.,"67""",Southpaw,"Dec 12, 1985",6.61,52%,4.37,50%,0.71,30%,72%,0.2,2022-03-31 21:46:11.970931,167.64,61.23,170.18
590,3a8176e15b9887c1,Chris Weidman,"6' 2""",185 lbs.,"78""",Orthodox,"Jun 17, 1984",3.03,43%,3.14,52%,3.92,47%,65%,0.9,2022-03-31 21:46:11.970931,187.96,83.91,198.12
591,348dff4e03bd18c6,Stefan Sekulic,"6' 0""",170 lbs.,"75""",Southpaw,"Feb 12, 1992",1.83,50%,2.83,64%,2.00,33%,25%,0.5,2022-03-31 21:46:11.970931,182.88,77.11,190.5
592,2ebfbe72ed703925,Tristan Connelly,"5' 10""",145 lbs.,"68""",Orthodox,"Dec 12, 1985",2.77,47%,1.93,51%,0.50,14%,70%,0.5,2022-03-31 21:46:11.970931,177.8,65.77,172.72
593,0c258d1d8e16e5f1,Kevin Natividad,"5' 6""",145 lbs.,"70""",Orthodox,"Apr 02, 1993",2.63,24%,4.02,54%,0.00,0%,100%,0.0,2022-03-31 21:46:11.970931,167.64,65.77,177.8
594,ec0dcceace7d25a3,Na Liang,"5' 5""",115 lbs.,"67""",Orthodox,"Jul 27, 1996",2.94,70%,3.71,25%,6.96,75%,0%,2.3,2022-03-31 21:46:11.970931,165.1,52.16,170.18
595,68d4a891e5cf2029,Tracy Cortez,"5' 5""",125 lbs.,"65""",Orthodox,"Dec 10, 1993",3.85,55%,2.40,59%,3.00,46%,87%,0.2,2022-03-31 21:46:11.970931,165.1,56.7,165.1
596,928ae2e5b5f7a9ec,Justine Kish,"5' 5""",125 lbs.,"64""",Orthodox,"Apr 13, 1988",4.51,48%,4.59,57%,0.87,33%,50%,0.1,2022-03-31 21:46:11.970931,165.1,56.7,162.56
597,2844b047183a1adb,Luis Pena,"6' 3""",155 lbs.,"75""",Southpaw,"Jul 05, 1993",3.66,46%,3.12,51%,1.17,33%,48%,1.2,2022-03-31 21:46:11.970931,190.5,70.31,190.5
598,f8f1ec513bcfef43,Alexander Munoz,"5' 9""",155 lbs.,"72""",Switch,"Feb 27, 1990",3.96,43%,5.49,52%,3.00,39%,0%,0.0,2022-03-31 21:46:11.970931,175.26,70.31,182.88
599,ccf5dc41417e9daf,Juan Espino,"6' 3""",255 lbs.,"80""",,"Oct 09, 1980",2.38,70%,1.95,40%,8.93,78%,50%,2.4,2022-03-31 21:46:11.970931,190.5,115.67,203.2
600,e17ac6410c8377f4,Bartosz Fabinski,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 26, 1986",2.23,68%,1.46,51%,7.10,70%,80%,0.0,2022-03-31 21:46:11.970931,182.88,77.11,190.5
601,c5a126ace82a6025,Anthony Birchak,"5' 8""",135 lbs.,"69""",Orthodox,"May 16, 1986",3.93,36%,3.67,56%,0.48,14%,61%,0.5,2022-03-31 21:46:11.970931,172.72,61.23,175.26
602,d0e1b42d41dab603,Julian Marquez,"6' 2""",185 lbs.,"72""",Orthodox,"May 08, 1990",4.20,45%,3.13,55%,0.00,0%,53%,3.2,2022-03-31 21:46:11.970931,187.96,83.91,182.88
603,d343df8ba11f4c4e,Nina Nunes,"5' 5""",115 lbs.,"64""",Orthodox,"Dec 03, 1985",4.64,47%,3.50,53%,0.28,40%,76%,0.6,2022-03-31 21:46:11.970931,165.1,52.16,162.56
604,f2b6fdb20675b11c,Mike Perry,"5' 10""",170 lbs.,"71""",Orthodox,"Sep 15, 1991",4.32,47%,5.16,52%,0.81,40%,78%,0.2,2022-03-31 21:46:11.970931,177.8,77.11,180.34
605,df1eb4354d18a906,Scott Holtzman,"5' 9""",155 lbs.,"69""",Orthodox,"Sep 30, 1983",4.32,48%,3.58,53%,2.07,56%,66%,0.2,2022-03-31 21:46:11.970931,175.26,70.31,175.26
606,c21a036b4e012f1c,John Makdessi,"5' 8""",155 lbs.,"68""",Orthodox,"May 03, 1985",5.57,51%,4.02,69%,0.00,0%,89%,0.0,2022-03-31 21:46:11.970931,172.72,70.31,172.72
607,8614b7134913f5d5,Jarjis Danho,"6' 3""",265 lbs.,"74""",Orthodox,"Oct 15, 1983",3.38,50%,5.25,49%,0.51,16%,100%,0.0,2022-03-31 21:46:11.970931,190.5,120.2,187.96
608,1eff7bc0f815b270,Yorgan De Castro,"6' 0""",250 lbs.,"74""",Orthodox,"Dec 19, 1986",2.46,43%,3.85,53%,0.00,0%,77%,0.0,2022-03-31 21:46:11.970931,182.88,113.4,187.96
609,2af2f2e26c4c0402,Hunter Azure,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 02, 1992",3.92,53%,2.08,58%,1.97,34%,67%,1.3,2022-03-31 21:46:11.970931,172.72,65.77,175.26
610,ebef46976554f975,Jordan Griffin,"5' 10""",145 lbs.,"73""",Southpaw,"Feb 28, 1990",2.52,46%,3.02,50%,1.45,35%,42%,1.9,2022-03-31 21:46:11.970931,177.8,65.77,185.42
611,d28dee5c705991df,Stipe Miocic,"6' 4""",240 lbs.,"80""",Orthodox,"Aug 19, 1982",4.82,53%,3.82,54%,1.86,34%,68%,0.0,2022-03-31 21:46:11.970931,193.04,108.86,203.2
612,effd9de9937996f8,Tyron Woodley,"5' 9""",170 lbs.,"74""",Orthodox,"Apr 07, 1982",2.36,48%,2.76,54%,1.06,40%,87%,0.4,2022-03-31 21:46:11.970931,175.26,77.11,187.96
613,2b074403b7c6cdb4,Thomas Almeida,"5' 7""",145 lbs.,"70""",Southpaw,"Jul 31, 1991",4.84,43%,4.93,61%,0.17,14%,75%,0.0,2022-03-31 21:46:11.970931,170.18,65.77,177.8
614,029e1293e609fd74,Abubakar Nurmagomedov,"5' 11""",170 lbs.,"72""",Orthodox,"Nov 13, 1989",3.59,49%,2.52,69%,1.68,33%,0%,0.0,2022-03-31 21:46:11.970931,180.34,77.11,182.88
615,4cd8b03aee1d0138,Shane Young,"5' 8""",145 lbs.,"72""",Orthodox,"Jul 31, 1993",5.22,40%,5.01,55%,0.80,23%,56%,0.0,2022-03-31 21:46:11.970931,172.72,65.77,182.88
616,46d0a888d87d91ac,Abu Azaitar,"5' 9""",185 lbs.,"76""",Orthodox,"Mar 10, 1986",5.21,44%,5.35,50%,0.50,25%,40%,0.0,2022-03-31 21:46:11.970931,175.26,83.91,193.04
617,32490e80ddab1e5a,Song Kenan,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 10, 1990",4.39,46%,4.37,54%,0.00,0%,50%,0.0,2022-03-31 21:46:11.970931,182.88,77.11,180.34
618,da816417a579a0bd,Gavin Tucker,"5' 6""",145 lbs.,"66""",Southpaw,"Jun 17, 1986",4.39,45%,4.28,57%,2.98,42%,53%,1.5,2022-03-31 21:46:11.970931,167.64,65.77,167.64
619,90e0985df05e51bc,Ray Rodriguez,"5' 7""",135 lbs.,"70""",Orthodox,"Dec 10, 1987",0.90,27%,3.89,40%,1.42,50%,44%,0.0,2022-03-31 21:46:11.970931,170.18,61.23,177.8
620,a0e75f4a13eb73f1,Megan Anderson,"6' 0""",145 lbs.,"72""",Orthodox,"Feb 11, 1990",1.76,46%,3.35,37%,0.52,25%,53%,0.5,2022-03-31 21:46:11.970931,182.88,65.77,182.88
621,cb696ebfb6598724,Aljamain Sterling,"5' 7""",135 lbs.,"71""",Orthodox,"Jul 31, 1989",4.84,49%,2.20,63%,1.77,24%,41%,0.9,2022-03-31 21:46:11.970931,170.18,61.23,180.34
622,333b9e5c723ac873,Aleksandar Rakic,"6' 4""",205 lbs.,"78""",Orthodox,"Feb 06, 1992",4.23,52%,2.23,52%,0.75,25%,90%,0.2,2022-03-31 21:46:11.970931,193.04,92.99,198.12
623,80eacd4da0617c57,Joseph Benavidez,"5' 4""",125 lbs.,"65""",Southpaw,"Jul 31, 1984",3.52,34%,2.67,61%,1.41,30%,62%,0.6,2022-03-31 21:46:11.970931,162.56,56.7,165.1
624,215a70f073a7b726,Jordan Espinosa,"5' 6""",125 lbs.,"69""",Orthodox,"Nov 08, 1989",4.22,52%,2.94,57%,0.75,28%,70%,0.2,2022-03-31 21:46:11.970931,167.64,56.7,175.26
625,a845f0735bc67405,Jake Matthews,"5' 11""",170 lbs.,"73""",Orthodox,"Aug 19, 1994",3.03,44%,2.16,61%,1.93,41%,66%,0.6,2022-03-31 21:46:11.970931,180.34,77.11,185.42
626,003d82fa384ca1d0,Aalon Cruz,"6' 0""",145 lbs.,"78""",Switch,"Sep 20, 1989",7.58,39%,8.88,58%,0.00,0%,0%,0.0,2022-03-31 21:46:11.970931,182.88,65.77,198.12
627,9c907996820d2d69,Jimmie Rivera,"5' 4""",135 lbs.,"68""",Orthodox,"Jun 29, 1989",4.03,40%,3.90,60%,0.88,27%,92%,0.1,2022-03-31 21:46:11.970931,162.56,61.23,172.72
628,ed2a8cc402173781,Vince Cachero,"5' 6""",145 lbs.,"68""",Orthodox,"Nov 07, 1989",3.29,45%,6.51,43%,0.00,0%,18%,0.5,2022-03-31 21:46:11.970931,167.64,65.77,172.72
629,fc9a9559a05f2704,Eddie Wineland,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 26, 1984",3.40,29%,3.66,69%,0.34,33%,86%,0.1,2022-03-31 21:46:11.970931,170.18,61.23,175.26
630,122ac9b816d8b71c,Shana Dobson,"5' 6""",125 lbs.,"69""",Orthodox,"Mar 30, 1989",3.34,37%,5.20,50%,0.84,50%,14%,0.0,2022-03-31 21:46:11.970931,167.64,56.7,175.26
631,24656ef4d605c96f,Aiemann Zahabi,"5' 8""",135 lbs.,"68""",Orthodox,"Nov 19, 1987",2.82,40%,3.91,65%,0.33,16%,72%,0.0,2022-03-31 21:46:11.970931,172.72,61.23,172.72
632,093e1f5bb73850be,Anthony Hernandez,"6' 0""",185 lbs.,"75""",Orthodox,"Oct 18, 1993",4.92,55%,5.09,47%,3.76,66%,70%,1.9,2022-03-31 21:46:11.970931,182.88,83.91,190.5
633,9673a497a9da119a,Polyana Viana,"5' 5""",115 lbs.,"67""",Orthodox,"Jun 14, 1992",3.71,41%,3.01,54%,1.12,33%,50%,3.4,2022-03-31 21:46:11.970931,165.1,52.16,170.18
634,5eb50529a8418b77,Gabe Green,"5' 10""",170 lbs.,"73""",Switch,"May 02, 1993",6.57,46%,7.23,49%,1.00,100%,57%,0.5,2022-03-31 21:46:11.970931,177.8,77.11,185.42
635,b4ad3a06ee4d660c,Alistair Overeem,"6' 4""",265 lbs.,"80""",Orthodox,"May 17, 1980",3.67,64%,2.44,57%,1.42,55%,73%,0.8,2022-03-31 21:46:11.970931,193.04,120.2,203.2
636,511e82663651438d,Michael Johnson,"5' 10""",155 lbs.,"73""",Southpaw,"Jun 04, 1986",4.21,38%,3.82,58%,0.49,45%,77%,0.1,2022-03-31 21:46:11.970931,177.8,70.31,185.42
637,ea3dcc417c322064,Martin Day,"5' 10""",145 lbs.,"73""",Orthodox,"Nov 10, 1988",3.97,45%,3.79,53%,0.72,60%,65%,0.5,2022-03-31 21:46:11.970931,177.8,65.77,185.42
638,52e76bb4b3e852f3,Antonio Carlos Junior,"6' 2""",185 lbs.,"79""",Orthodox,"Mar 16, 1990",1.95,42%,2.14,52%,3.42,39%,53%,0.8,2022-03-31 21:46:11.970931,187.96,83.91,200.66
639,6fb1ba67bef41b37,Nik Lentz,"5' 8""",145 lbs.,"68""",Orthodox,"Aug 13, 1984",3.44,47%,3.25,50%,3.30,32%,43%,1.2,2022-03-31 21:46:11.970931,172.72,65.77,172.72
640,6d35bf94f7d30241,Amir Albazi,"5' 5""",125 lbs.,"68""",Orthodox,"Oct 27, 1993",4.06,40%,3.15,58%,2.28,75%,66%,0.8,2022-03-31 21:46:11.970931,165.1,56.7,172.72
641,49ee5024966efc0d,Mounir Lazzez,"6' 1""",170 lbs.,"76""",Orthodox,"Nov 16, 1987",5.69,55%,4.78,45%,3.41,100%,60%,0.0,2022-03-31 21:46:11.970931,185.42,77.11,193.04
642,acb36c908d415c4a,Vinicius Moreira,"6' 4""",205 lbs.,"76""",Orthodox,"Feb 28, 1989",3.15,59%,5.07,43%,1.97,18%,0%,1.3,2022-03-31 21:46:11.970931,193.04,92.99,193.04
643,6e00cfffd54653c4,Tyson Nam,"5' 7""",125 lbs.,"68""",Orthodox,"Oct 06, 1983",3.64,31%,5.69,64%,0.00,0%,100%,0.0,2022-03-31 21:46:11.970931,170.18,56.7,172.72
644,1588b787bda7b540,Tom Breese,"6' 3""",185 lbs.,"73""",Southpaw,"Sep 26, 1991",3.34,50%,2.81,60%,0.00,0%,70%,1.1,2022-03-31 21:46:11.970931,190.5,83.91,185.42
645,3cf18e01cb6cbde3,Sumudaerji,"5' 8""",125 lbs.,"72""",Southpaw,"Jan 20, 1996",4.49,51%,2.19,68%,0.40,100%,77%,0.8,2022-03-31 21:46:11.970931,172.72,56.7,182.88
646,2ac4628c08ec5125,Markus Perez,"6' 1""",185 lbs.,"73""",Orthodox,"Jun 22, 1988",2.60,47%,3.72,52%,0.81,25%,77%,1.0,2022-03-31 21:46:11.970931,185.42,83.91,185.42
647,fb3e61720be4690c,Mike Davis,"6' 0""",155 lbs.,"72""",Orthodox,"Oct 07, 1992",6.24,53%,6.76,57%,1.39,33%,69%,0.0,2022-03-31 21:46:11.970931,182.88,70.31,182.88
648,fdbefee0827e1567,Wu Yanan,"5' 8""",135 lbs.,"66""",Orthodox,"Apr 18, 1996",4.51,45%,4.82,51%,0.61,22%,66%,0.3,2022-03-31 21:46:11.970931,172.72,61.23,167.64
649,9b7dfb3b7d99926a,Vanessa Melo,"5' 5""",135 lbs.,"65""",Orthodox,"Mar 27, 1988",3.48,30%,6.13,59%,0.00,0%,71%,0.0,2022-03-31 21:46:11.970931,165.1,61.23,165.1
650,539ed332b3078821,Sarah Moras,"5' 7""",135 lbs.,"67""",Orthodox,"Apr 30, 1988",2.28,34%,3.58,50%,0.67,21%,33%,0.8,2022-03-31 21:46:11.970931,170.18,61.23,170.18
651,637bd06c32219f0b,Jacob Kilburn,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 28, 1995",2.56,33%,6.78,35%,0.51,5%,20%,0.5,2022-03-31 21:46:11.970931,175.26,65.77,182.88
652,cbb682f5fcc44bfc,Anthony Pettis,"5' 10""",155 lbs.,"72""",Orthodox,"Jan 27, 1987",3.05,47%,3.44,54%,0.61,50%,60%,1.1,2022-03-31 21:46:11.970931,177.8,70.31,182.88
653,483a953b18d73bb3,Deron Winn,"5' 6""",185 lbs.,"70""",Orthodox,"Jun 13, 1989",4.74,47%,5.17,50%,4.98,52%,0%,0.0,2022-03-31 21:46:11.970931,167.64,83.91,177.8
654,09e62c450e754913,Jimmy Flick,"5' 7""",125 lbs.,"68""",Orthodox,"Sep 07, 1990",1.99,58%,2.30,50%,1.81,50%,0%,7.2,2022-03-31 21:46:11.970931,170.18,56.7,172.72
655,40d8b74488743800,Carlton Minus,"5' 10""",170 lbs.,"75""",Orthodox,"Apr 26, 1993",3.50,40%,4.97,50%,0.00,0%,58%,0.0,2022-03-31 21:46:11.970931,177.8,77.11,190.5
656,63def5a5662a6917,Junior Dos Santos,"6' 4""",238 lbs.,"77""",Orthodox,"Jan 30, 1984",4.49,47%,3.33,56%,0.30,50%,81%,0.1,2022-03-31 21:46:11.970931,193.04,107.95,195.58
657,d21113c9ff3788ae,Peter Barrett,"5' 10""",145 lbs.,"73""",Southpaw,"Aug 10, 1986",4.18,61%,4.32,42%,1.39,22%,66%,0.0,2022-03-31 21:46:11.970931,177.8,65.77,185.42
658,eb29176b03dfa888,Matt Wiman,"5' 10""",155 lbs.,"68""",Orthodox,"Sep 19, 1983",3.17,50%,3.57,51%,2.13,37%,56%,1.5,2022-03-31 21:46:11.970931,177.8,70.31,172.72
659,36549928f90f1d36,Jose Quinonez,"5' 8""",135 lbs.,"69""",Southpaw,"Jul 28, 1990",3.60,45%,3.00,64%,2.70,47%,42%,0.6,2022-03-31 21:46:11.970931,172.72,61.23,175.26
660,be68b375707dcb85,Spike Carlyle,"5' 8""",145 lbs.,"71""",Switch,"May 06, 1993",2.55,54%,3.85,30%,3.34,36%,57%,0.5,2022-03-31 21:46:11.970931,172.72,65.77,180.34
661,fc6e681bf6658faf,Ashlee Evans-Smith,"5' 8""",135 lbs.,"67""",Orthodox,"Jul 09, 1987",4.54,34%,4.69,55%,1.10,23%,66%,0.0,2022-03-31 21:46:11.970931,172.72,61.23,170.18
